Suburb,Date,Number of Sales,Price
TEMPE (2044) (House),Oct '09 - Sep '10,62  ,660000  
VILLAWOOD (2163) (House),Oct '09 - Sep '10,56  ,360000  
WATSONS BAY (2030) (House),Oct '09 - Sep '10,9  ,197000000  
WOLLI CREEK (2205) (House),Oct '09 - Sep '10,6  ,480000  
WOOLWICH (2110) (House),Oct '09 - Sep '10,10  ,312000000  
ALEXANDRIA (2015) (House),Oct '09 - Sep '10,106  ,779000  
ANGUS (2765) (House),Oct '09 - Sep '10,4  ,370000  
ARTARMON (2064) (House),Oct '09 - Sep '10,40  ,145000000  
AUBURN (2144) (House),Oct '09 - Sep '10,290  ,480000  
BALMAIN EAST (2041) (House),Oct '09 - Sep '10,20  ,19000000  
BEACON HILL (2100) (House),Oct '09 - Sep '10,114  ,836000  
BIRCHGROVE (2041) (House),Oct '09 - Sep '10,53  ,12000000  
BONDI JUNCTION (2022) (House),Oct '09 - Sep '10,89  ,127000000  
CARSS PARK (2221) (House),Oct '09 - Sep '10,20  ,104000000  
COLLAROY (2097) (House),Oct '09 - Sep '10,51  ,127000000  
DARLINGHURST (2010) (House),Oct '09 - Sep '10,75  ,950000  
DULWICH HILL (2203) (House),Oct '09 - Sep '10,79  ,780000  
ENMORE (2042) (House),Oct '09 - Sep '10,55  ,747000  
FRENCHS FOREST (2086) (House),Oct '09 - Sep '10,193  ,858000  
GREENACRE (2190) (House),Oct '09 - Sep '10,237  ,499000  
KELLYVILLE (2155) (House),Oct '09 - Sep '10,322  ,650000  
KURNELL (2231) (House),Oct '09 - Sep '10,41  ,584000  
LIVERPOOL (2170) (House),Oct '09 - Sep '10,124  ,375000  
MAROUBRA (2035) (House),Oct '09 - Sep '10,250  ,116000000  
MILLERS POINT (2000) (House),Oct '09 - Sep '10,0  ,
MOORE PARK (2021) (House),Oct '09 - Sep '10,0  ,
NEWPORT (2106) (House),Oct '09 - Sep '10,146  ,101000000  
PADDINGTON (2021) (House),Oct '09 - Sep '10,276  ,143000000  
PENSHURST (2222) (House),Oct '09 - Sep '10,82  ,750000  
PYMBLE (2073) (House),Oct '09 - Sep '10,170  ,135000000  
RANDWICK (2031) (House),Oct '09 - Sep '10,163  ,145000000  
ROCKDALE (2216) (House),Oct '09 - Sep '10,69  ,666000  
ROUSE HILL (2155) (House),Oct '09 - Sep '10,132  ,601000  
SILVERWATER (2128) (House),Oct '09 - Sep '10,21  ,500000  
STANMORE (2048) (House),Oct '09 - Sep '10,89  ,875000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '09 - Sep '10,0  ,
THE ROCKS (2000) (House),Oct '09 - Sep '10,1  ,850000  
WAHROONGA (2076) (House),Oct '09 - Sep '10,256  ,102000000  
WAVERLEY (2024) (House),Oct '09 - Sep '10,44  ,139000000  
WOOLLAHRA (2025) (House),Oct '09 - Sep '10,107  ,195000000  
YAGOONA (2199) (House),Oct '09 - Sep '10,156  ,450000  
ALFORDS POINT (2234) (House),Oct '09 - Sep '10,37  ,735000  
ANNANDALE (2038) (House),Oct '09 - Sep '10,161  ,965000  
ASHBURY (2193) (House),Oct '09 - Sep '10,36  ,878000  
AUSTRAL (2179) (House),Oct '09 - Sep '10,13  ,755000  
BALMAIN (2041) (House),Oct '09 - Sep '10,176  ,117000000  
BEACONSFIELD (2015) (House),Oct '09 - Sep '10,17  ,700000  
BLACKTOWN (2148) (House),Oct '09 - Sep '10,494  ,360000  
BROOKVALE (2100) (House),Oct '09 - Sep '10,11  ,740000  
CASULA (2170) (House),Oct '09 - Sep '10,167  ,438000  
COOGEE (2034) (House),Oct '09 - Sep '10,59  ,18000000  
DEE WHY (2099) (House),Oct '09 - Sep '10,67  ,905000  
EARLWOOD (2206) (House),Oct '09 - Sep '10,193  ,770000  
ERSKINEVILLE (2043) (House),Oct '09 - Sep '10,89  ,745000  
GLADESVILLE (2111) (House),Oct '09 - Sep '10,133  ,991000  
GREENWICH (2065) (House),Oct '09 - Sep '10,61  ,17000000  
KILLARA (2071) (House),Oct '09 - Sep '10,98  ,162000000  
LA PEROUSE (2036) (House),Oct '09 - Sep '10,3  ,125000000  
LONGUEVILLE (2066) (House),Oct '09 - Sep '10,34  ,23000000  
MARRICKVILLE (2204) (House),Oct '09 - Sep '10,224  ,710000  
MINCHINBURY (2770) (House),Oct '09 - Sep '10,53  ,400000  
MOUNT DRUITT (2770) (House),Oct '09 - Sep '10,104  ,340000  
NORTH BONDI (2026) (House),Oct '09 - Sep '10,98  ,177000000  
PADSTOW (2211) (House),Oct '09 - Sep '10,128  ,550000  
PETERSHAM (2049) (House),Oct '09 - Sep '10,76  ,818000  
PYRMONT (2009) (House),Oct '09 - Sep '10,13  ,832000  
REDFERN (2016) (House),Oct '09 - Sep '10,122  ,842000  
ROSE BAY (2029) (House),Oct '09 - Sep '10,64  ,238000000  
RUSHCUTTERS BAY (2011) (House),Oct '09 - Sep '10,1  ,267000  
ST ANDREWS (2566) (House),Oct '09 - Sep '10,79  ,338000  
STRATHFIELD (2135) (House),Oct '09 - Sep '10,217  ,13000000  
SYLVANIA (2224) (House),Oct '09 - Sep '10,125  ,765000  
TURRAMURRA (2074) (House),Oct '09 - Sep '10,192  ,103000000  
WAREEMBA (2046) (House),Oct '09 - Sep '10,18  ,102000000  
WESTMEAD (2145) (House),Oct '09 - Sep '10,39  ,645000  
WOOLLOOMOOLOO (2011) (House),Oct '09 - Sep '10,8  ,747000  
YENNORA (2161) (House),Oct '09 - Sep '10,11  ,390000  
ALLAMBIE HEIGHTS (2100) (House),Oct '09 - Sep '10,92  ,910000  
ANNANGROVE (2156) (House),Oct '09 - Sep '10,15  ,122000000  
ASHCROFT (2168) (House),Oct '09 - Sep '10,40  ,300000  
AVALON BEACH (2107) (House),Oct '09 - Sep '10,176  ,108000000  
BANKSTOWN (2200) (House),Oct '09 - Sep '10,156  ,500000  
BELLA VISTA (2153) (House),Oct '09 - Sep '10,114  ,876000  
BONDI (2026) (House),Oct '09 - Sep '10,55  ,133000000  
CABRAMATTA (2166) (House),Oct '09 - Sep '10,111  ,430000  
CHATSWOOD (2067) (House),Oct '09 - Sep '10,133  ,117000000  
CRONULLA (2230) (House),Oct '09 - Sep '10,87  ,13000000  
DOUBLE BAY (2028) (House),Oct '09 - Sep '10,24  ,282000000  
EASTERN CREEK (2766) (House),Oct '09 - Sep '10,9  ,305000  
FAIRFIELD (2165) (House),Oct '09 - Sep '10,108  ,400000  
GLEBE (2037) (House),Oct '09 - Sep '10,78  ,968000  
GYMEA (2227) (House),Oct '09 - Sep '10,44  ,711000  
KINGSFORD (2032) (House),Oct '09 - Sep '10,114  ,118000000  
LAKEMBA (2195) (House),Oct '09 - Sep '10,66  ,482000  
MACQUARIE PARK (2113) (House),Oct '09 - Sep '10,1  ,285000  
MASCOT (2020) (House),Oct '09 - Sep '10,75  ,718000  
MINTO (2566) (House),Oct '09 - Sep '10,105  ,300000  
NARRABEEN (2101) (House),Oct '09 - Sep '10,32  ,123000000  
NORTH SYDNEY (2060) (House),Oct '09 - Sep '10,31  ,102000000  
PAGEWOOD (2035) (House),Oct '09 - Sep '10,37  ,955000  
POINT PIPER (2027) (House),Oct '09 - Sep '10,3  ,98000000  
QUAKERS HILL (2763) (House),Oct '09 - Sep '10,333  ,432000  
REVESBY (2212) (House),Oct '09 - Sep '10,160  ,530000  
ROSEBERY (2018) (House),Oct '09 - Sep '10,45  ,838000  
RYDE (2112) (House),Oct '09 - Sep '10,191  ,811000  
ST IVES (2075) (House),Oct '09 - Sep '10,217  ,108000000  
SURRY HILLS (2010) (House),Oct '09 - Sep '10,139  ,930000  
TAMARAMA (2026) (House),Oct '09 - Sep '10,12  ,204000000  
ULTIMO (2007) (House),Oct '09 - Sep '10,12  ,799000  
WARWICK FARM (2170) (House),Oct '09 - Sep '10,19  ,335000  
WILLOUGHBY (2068) (House),Oct '09 - Sep '10,90  ,117000000  
WOOLOOWARE (2230) (House),Oct '09 - Sep '10,51  ,880000  
YOWIE BAY (2228) (House),Oct '09 - Sep '10,43  ,980000  
ALLAWAH (2218) (House),Oct '09 - Sep '10,23  ,739000  
ARCADIA (2159) (House),Oct '09 - Sep '10,7  ,128000000  
ASHFIELD (2131) (House),Oct '09 - Sep '10,121  ,830000  
BADGERYS CREEK (2555) (House),Oct '09 - Sep '10,2  ,855000  
BARANGAROO (2000) (House),Oct '09 - Sep '10,0  ,
BELLEVUE HILL (2023) (House),Oct '09 - Sep '10,91  ,382000000  
BONDI BEACH (2026) (House),Oct '09 - Sep '10,51  ,15000000  
CAMDEN (2570) (House),Oct '09 - Sep '10,53  ,410000  
CHIFLEY (2036) (House),Oct '09 - Sep '10,33  ,875000  
CROWS NEST (2065) (House),Oct '09 - Sep '10,57  ,105000000  
DOVER HEIGHTS (2030) (House),Oct '09 - Sep '10,48  ,268000000  
EASTGARDENS (2036) (House),Oct '09 - Sep '10,14  ,878000  
FIVE DOCK (2046) (House),Oct '09 - Sep '10,91  ,895000  
GLENHAVEN (2156) (House),Oct '09 - Sep '10,113  ,850000  
ILLAWONG (2234) (House),Oct '09 - Sep '10,95  ,760000  
KINGSGROVE (2208) (House),Oct '09 - Sep '10,139  ,685000  
LANE COVE (2066) (House),Oct '09 - Sep '10,87  ,131000000  
MALABAR (2036) (House),Oct '09 - Sep '10,38  ,14000000  
MATRAVILLE (2036) (House),Oct '09 - Sep '10,65  ,900000  
MIRANDA (2228) (House),Oct '09 - Sep '10,134  ,678000  
NEUTRAL BAY (2089) (House),Oct '09 - Sep '10,57  ,12000000  
OATLEY (2223) (House),Oct '09 - Sep '10,102  ,908000  
PARRAMATTA (2150) (House),Oct '09 - Sep '10,59  ,500000  
POTTS POINT (2011) (House),Oct '09 - Sep '10,13  ,545000  
QUEENS PARK (2022) (House),Oct '09 - Sep '10,58  ,175000000  
RIVERVIEW (2066) (House),Oct '09 - Sep '10,57  ,15000000  
ROSEVILLE (2069) (House),Oct '09 - Sep '10,135  ,145000000  
SANS SOUCI (2219) (House),Oct '09 - Sep '10,99  ,850000  
ST MARYS (2760) (House),Oct '09 - Sep '10,125  ,308000  
SUTHERLAND (2232) (House),Oct '09 - Sep '10,39  ,585000  
TAREN POINT (2229) (House),Oct '09 - Sep '10,21  ,145000000  
VAUCLUSE (2030) (House),Oct '09 - Sep '10,98  ,356000000  
WATERLOO (2017) (House),Oct '09 - Sep '10,20  ,722000  
WINDSOR (2756) (House),Oct '09 - Sep '10,39  ,408000  
WINDSOR (2756) (House),Oct '09 - Sep '10,39  ,408000  
ZETLAND (2017) (House),Oct '09 - Sep '10,20  ,919000  
AMBARVALE (2560) (House),Oct '09 - Sep '10,81  ,300000  
ARNCLIFFE (2205) (House),Oct '09 - Sep '10,77  ,630000  
ABBOTSBURY (2176) (House),Oct '10 - Sep '11,45  ,644000  
ARNDELL PARK (2148) (House),Oct '10 - Sep '11,3  ,182000000  
ASQUITH (2077) (House),Oct '10 - Sep '11,49  ,675000  
BALGOWLAH (2093) (House),Oct '10 - Sep '11,64  ,118000000  
BAULKHAM HILLS (2153) (House),Oct '10 - Sep '11,370  ,620000  
BEXLEY (2207) (House),Oct '10 - Sep '11,141  ,675000  
BRIGHTON-LE-SANDS (2216) (House),Oct '10 - Sep '11,45  ,932000  
CANTERBURY (2193) (House),Oct '10 - Sep '11,52  ,682000  
CLOVELLY (2031) (House),Oct '10 - Sep '11,40  ,193000000  
DACEYVILLE (2032) (House),Oct '10 - Sep '11,9  ,765000  
DRUMMOYNE (2047) (House),Oct '10 - Sep '11,91  ,11000000  
EDGECLIFF (2027) (House),Oct '10 - Sep '11,15  ,12000000  
FORESTVILLE (2087) (House),Oct '10 - Sep '11,110  ,850000  
FRESHWATER (2096) (House),Oct '10 - Sep '11,86  ,124000000  
JORDAN SPRINGS (NA) (House),Oct '10 - Sep '11,25  ,246000  
KOGARAH (2217) (House),Oct '10 - Sep '11,50  ,703000  
LINDFIELD (2070) (House),Oct '10 - Sep '11,92  ,145000000  
MANLY (2095) (House),Oct '10 - Sep '11,54  ,134000000  
MENAI (2234) (House),Oct '10 - Sep '11,114  ,706000  
MONTEREY (2217) (House),Oct '10 - Sep '11,33  ,900000  
NEWINGTON (2127) (House),Oct '10 - Sep '11,61  ,760000  
OYSTER BAY (2225) (House),Oct '10 - Sep '11,89  ,760000  
PENRITH (2750) (House),Oct '10 - Sep '11,98  ,335000  
PUNCHBOWL (2196) (House),Oct '10 - Sep '11,156  ,490000  
RAMSGATE (2217) (House),Oct '10 - Sep '11,7  ,890000  
RIVERWOOD (2210) (House),Oct '10 - Sep '11,66  ,545000  
ROSEHILL (2142) (House),Oct '10 - Sep '11,16  ,495000  
SEVEN HILLS (2147) (House),Oct '10 - Sep '11,279  ,422000  
ST PETERS (2044) (House),Oct '10 - Sep '11,35  ,670000  
SYDENHAM (2044) (House),Oct '10 - Sep '11,15  ,655000  
TEMPE (2044) (House),Oct '10 - Sep '11,40  ,658000  
VILLAWOOD (2163) (House),Oct '10 - Sep '11,45  ,400000  
WATSONS BAY (2030) (House),Oct '10 - Sep '11,8  ,199000000  
WOLLI CREEK (2205) (House),Oct '10 - Sep '11,6  ,676000  
WOOLWICH (2110) (House),Oct '10 - Sep '11,6  ,295000000  
ALEXANDRIA (2015) (House),Oct '10 - Sep '11,86  ,818000  
ANGUS (2765) (House),Oct '10 - Sep '11,0  ,
ARTARMON (2064) (House),Oct '10 - Sep '11,41  ,145000000  
AUBURN (2144) (House),Oct '10 - Sep '11,205  ,478000  
BALMAIN EAST (2041) (House),Oct '10 - Sep '11,24  ,174000000  
BEACON HILL (2100) (House),Oct '10 - Sep '11,96  ,846000  
BIRCHGROVE (2041) (House),Oct '10 - Sep '11,57  ,123000000  
BONDI JUNCTION (2022) (House),Oct '10 - Sep '11,72  ,118000000  
CARSS PARK (2221) (House),Oct '10 - Sep '11,21  ,980000  
COLLAROY (2097) (House),Oct '10 - Sep '11,67  ,127000000  
DARLINGHURST (2010) (House),Oct '10 - Sep '11,70  ,908000  
DULWICH HILL (2203) (House),Oct '10 - Sep '11,67  ,840000  
ENMORE (2042) (House),Oct '10 - Sep '11,65  ,775000  
FRENCHS FOREST (2086) (House),Oct '10 - Sep '11,184  ,852000  
GREENACRE (2190) (House),Oct '10 - Sep '11,229  ,516000  
KELLYVILLE (2155) (House),Oct '10 - Sep '11,384  ,642000  
KURNELL (2231) (House),Oct '10 - Sep '11,29  ,620000  
LIVERPOOL (2170) (House),Oct '10 - Sep '11,132  ,401000  
MAROUBRA (2035) (House),Oct '10 - Sep '11,197  ,108000000  
MILLERS POINT (2000) (House),Oct '10 - Sep '11,0  ,
MOORE PARK (2021) (House),Oct '10 - Sep '11,0  ,
NEWPORT (2106) (House),Oct '10 - Sep '11,117  ,108000000  
PADDINGTON (2021) (House),Oct '10 - Sep '11,238  ,145000000  
PENSHURST (2222) (House),Oct '10 - Sep '11,71  ,735000  
PYMBLE (2073) (House),Oct '10 - Sep '11,148  ,135000000  
RANDWICK (2031) (House),Oct '10 - Sep '11,135  ,142000000  
ROCKDALE (2216) (House),Oct '10 - Sep '11,58  ,644000  
ROUSE HILL (2155) (House),Oct '10 - Sep '11,131  ,620000  
SILVERWATER (2128) (House),Oct '10 - Sep '11,11  ,520000  
STANMORE (2048) (House),Oct '10 - Sep '11,87  ,895000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '10 - Sep '11,0  ,
THE ROCKS (2000) (House),Oct '10 - Sep '11,0  ,
WAHROONGA (2076) (House),Oct '10 - Sep '11,214  ,104000000  
WAVERLEY (2024) (House),Oct '10 - Sep '11,37  ,146000000  
WOOLLAHRA (2025) (House),Oct '10 - Sep '11,87  ,19000000  
YAGOONA (2199) (House),Oct '10 - Sep '11,158  ,474000  
ALFORDS POINT (2234) (House),Oct '10 - Sep '11,34  ,838000  
ANNANDALE (2038) (House),Oct '10 - Sep '11,113  ,939000  
ASHBURY (2193) (House),Oct '10 - Sep '11,28  ,869000  
AUSTRAL (2179) (House),Oct '10 - Sep '11,12  ,831000  
BALMAIN (2041) (House),Oct '10 - Sep '11,148  ,111000000  
BEACONSFIELD (2015) (House),Oct '10 - Sep '11,13  ,675000  
BLACKTOWN (2148) (House),Oct '10 - Sep '11,466  ,376000  
BROOKVALE (2100) (House),Oct '10 - Sep '11,11  ,835000  
CASULA (2170) (House),Oct '10 - Sep '11,175  ,440000  
COOGEE (2034) (House),Oct '10 - Sep '11,64  ,17000000  
DEE WHY (2099) (House),Oct '10 - Sep '11,74  ,900000  
EARLWOOD (2206) (House),Oct '10 - Sep '11,177  ,800000  
ERSKINEVILLE (2043) (House),Oct '10 - Sep '11,83  ,785000  
GLADESVILLE (2111) (House),Oct '10 - Sep '11,98  ,107000000  
GREENWICH (2065) (House),Oct '10 - Sep '11,46  ,164000000  
KILLARA (2071) (House),Oct '10 - Sep '11,87  ,161000000  
LA PEROUSE (2036) (House),Oct '10 - Sep '11,0  ,
LONGUEVILLE (2066) (House),Oct '10 - Sep '11,33  ,23000000  
MARRICKVILLE (2204) (House),Oct '10 - Sep '11,228  ,751000  
MINCHINBURY (2770) (House),Oct '10 - Sep '11,73  ,420000  
MOUNT DRUITT (2770) (House),Oct '10 - Sep '11,112  ,356000  
NORTH BONDI (2026) (House),Oct '10 - Sep '11,93  ,161000000  
PADSTOW (2211) (House),Oct '10 - Sep '11,126  ,570000  
PETERSHAM (2049) (House),Oct '10 - Sep '11,92  ,850000  
PYRMONT (2009) (House),Oct '10 - Sep '11,22  ,823000  
REDFERN (2016) (House),Oct '10 - Sep '11,82  ,847000  
ROSE BAY (2029) (House),Oct '10 - Sep '11,66  ,183000000  
RUSHCUTTERS BAY (2011) (House),Oct '10 - Sep '11,2  ,169000000  
ST ANDREWS (2566) (House),Oct '10 - Sep '11,95  ,338000  
STRATHFIELD (2135) (House),Oct '10 - Sep '11,170  ,136000000  
SYLVANIA (2224) (House),Oct '10 - Sep '11,91  ,751000  
TURRAMURRA (2074) (House),Oct '10 - Sep '11,164  ,104000000  
WAREEMBA (2046) (House),Oct '10 - Sep '11,7  ,112000000  
WESTMEAD (2145) (House),Oct '10 - Sep '11,46  ,672000  
WOOLLOOMOOLOO (2011) (House),Oct '10 - Sep '11,11  ,978000  
YENNORA (2161) (House),Oct '10 - Sep '11,16  ,390000  
ALLAMBIE HEIGHTS (2100) (House),Oct '10 - Sep '11,99  ,907000  
ANNANGROVE (2156) (House),Oct '10 - Sep '11,14  ,115000000  
ASHCROFT (2168) (House),Oct '10 - Sep '11,32  ,321000  
AVALON BEACH (2107) (House),Oct '10 - Sep '11,157  ,102000000  
BANKSTOWN (2200) (House),Oct '10 - Sep '11,157  ,530000  
BELLA VISTA (2153) (House),Oct '10 - Sep '11,92  ,879000  
BONDI (2026) (House),Oct '10 - Sep '11,52  ,143000000  
CABRAMATTA (2166) (House),Oct '10 - Sep '11,83  ,480000  
CHATSWOOD (2067) (House),Oct '10 - Sep '11,148  ,119000000  
CRONULLA (2230) (House),Oct '10 - Sep '11,57  ,13000000  
DOUBLE BAY (2028) (House),Oct '10 - Sep '11,27  ,3000000  
EASTERN CREEK (2766) (House),Oct '10 - Sep '11,13  ,335000  
FAIRFIELD (2165) (House),Oct '10 - Sep '11,118  ,430000  
GLEBE (2037) (House),Oct '10 - Sep '11,105  ,975000  
GYMEA (2227) (House),Oct '10 - Sep '11,50  ,679000  
KINGSFORD (2032) (House),Oct '10 - Sep '11,78  ,111000000  
LAKEMBA (2195) (House),Oct '10 - Sep '11,56  ,490000  
MACQUARIE PARK (2113) (House),Oct '10 - Sep '11,0  ,
MASCOT (2020) (House),Oct '10 - Sep '11,74  ,765000  
MINTO (2566) (House),Oct '10 - Sep '11,99  ,320000  
NARRABEEN (2101) (House),Oct '10 - Sep '11,25  ,129000000  
NORTH SYDNEY (2060) (House),Oct '10 - Sep '11,34  ,123000000  
PAGEWOOD (2035) (House),Oct '10 - Sep '11,24  ,105000000  
POINT PIPER (2027) (House),Oct '10 - Sep '11,13  ,8000000  
QUAKERS HILL (2763) (House),Oct '10 - Sep '11,368  ,449000  
REVESBY (2212) (House),Oct '10 - Sep '11,166  ,560000  
ROSEBERY (2018) (House),Oct '10 - Sep '11,49  ,900000  
RYDE (2112) (House),Oct '10 - Sep '11,174  ,840000  
ST IVES (2075) (House),Oct '10 - Sep '11,181  ,105000000  
SURRY HILLS (2010) (House),Oct '10 - Sep '11,124  ,894000  
TAMARAMA (2026) (House),Oct '10 - Sep '11,14  ,262000000  
ULTIMO (2007) (House),Oct '10 - Sep '11,9  ,888000  
WARWICK FARM (2170) (House),Oct '10 - Sep '11,15  ,384000  
WILLOUGHBY (2068) (House),Oct '10 - Sep '11,103  ,127000000  
WOOLOOWARE (2230) (House),Oct '10 - Sep '11,30  ,992000  
YOWIE BAY (2228) (House),Oct '10 - Sep '11,35  ,985000  
ALLAWAH (2218) (House),Oct '10 - Sep '11,14  ,732000  
ARCADIA (2159) (House),Oct '10 - Sep '11,23  ,102000000  
ASHFIELD (2131) (House),Oct '10 - Sep '11,95  ,850000  
BADGERYS CREEK (2555) (House),Oct '10 - Sep '11,1  ,750000  
BARANGAROO (2000) (House),Oct '10 - Sep '11,0  ,
BELLEVUE HILL (2023) (House),Oct '10 - Sep '11,83  ,334000000  
BONDI BEACH (2026) (House),Oct '10 - Sep '11,42  ,146000000  
CAMDEN (2570) (House),Oct '10 - Sep '11,52  ,390000  
CHIFLEY (2036) (House),Oct '10 - Sep '11,39  ,960000  
CROWS NEST (2065) (House),Oct '10 - Sep '11,46  ,978000  
DOVER HEIGHTS (2030) (House),Oct '10 - Sep '11,47  ,3000000  
EASTGARDENS (2036) (House),Oct '10 - Sep '11,17  ,870000  
FIVE DOCK (2046) (House),Oct '10 - Sep '11,72  ,998000  
GLENHAVEN (2156) (House),Oct '10 - Sep '11,87  ,880000  
ILLAWONG (2234) (House),Oct '10 - Sep '11,76  ,750000  
KINGSGROVE (2208) (House),Oct '10 - Sep '11,119  ,700000  
LANE COVE (2066) (House),Oct '10 - Sep '11,67  ,125000000  
MALABAR (2036) (House),Oct '10 - Sep '11,28  ,125000000  
MATRAVILLE (2036) (House),Oct '10 - Sep '11,60  ,906000  
MIRANDA (2228) (House),Oct '10 - Sep '11,118  ,708000  
NEUTRAL BAY (2089) (House),Oct '10 - Sep '11,51  ,125000000  
OATLEY (2223) (House),Oct '10 - Sep '11,106  ,896000  
PARRAMATTA (2150) (House),Oct '10 - Sep '11,45  ,550000  
POTTS POINT (2011) (House),Oct '10 - Sep '11,5  ,184000000  
QUEENS PARK (2022) (House),Oct '10 - Sep '11,52  ,164000000  
RIVERVIEW (2066) (House),Oct '10 - Sep '11,45  ,145000000  
ROSEVILLE (2069) (House),Oct '10 - Sep '11,119  ,156000000  
SANS SOUCI (2219) (House),Oct '10 - Sep '11,93  ,910000  
ST MARYS (2760) (House),Oct '10 - Sep '11,110  ,322000  
SUTHERLAND (2232) (House),Oct '10 - Sep '11,41  ,630000  
TAREN POINT (2229) (House),Oct '10 - Sep '11,17  ,956000  
VAUCLUSE (2030) (House),Oct '10 - Sep '11,87  ,291000000  
WATERLOO (2017) (House),Oct '10 - Sep '11,19  ,665000  
WINDSOR (2756) (House),Oct '10 - Sep '11,27  ,405000  
WINDSOR (2756) (House),Oct '10 - Sep '11,27  ,405000  
ZETLAND (2017) (House),Oct '10 - Sep '11,30  ,918000  
AMBARVALE (2560) (House),Oct '10 - Sep '11,71  ,312000  
ARNCLIFFE (2205) (House),Oct '10 - Sep '11,70  ,645000  
ABBOTSBURY (2176) (House),Oct '11 - Sep '12,56  ,652000  
ARNDELL PARK (2148) (House),Oct '11 - Sep '12,1  ,15000000  
ASQUITH (2077) (House),Oct '11 - Sep '12,36  ,659000  
BALGOWLAH (2093) (House),Oct '11 - Sep '12,65  ,12000000  
BAULKHAM HILLS (2153) (House),Oct '11 - Sep '12,346  ,630000  
BEXLEY (2207) (House),Oct '11 - Sep '12,141  ,681000  
BRIGHTON-LE-SANDS (2216) (House),Oct '11 - Sep '12,49  ,785000  
CANTERBURY (2193) (House),Oct '11 - Sep '12,41  ,670000  
CLOVELLY (2031) (House),Oct '11 - Sep '12,45  ,167000000  
DACEYVILLE (2032) (House),Oct '11 - Sep '12,4  ,882000  
DRUMMOYNE (2047) (House),Oct '11 - Sep '12,83  ,112000000  
EDGECLIFF (2027) (House),Oct '11 - Sep '12,11  ,123000000  
FORESTVILLE (2087) (House),Oct '11 - Sep '12,100  ,855000  
FRESHWATER (2096) (House),Oct '11 - Sep '12,60  ,124000000  
JORDAN SPRINGS (NA) (House),Oct '11 - Sep '12,50  ,520000  
KOGARAH (2217) (House),Oct '11 - Sep '12,46  ,690000  
LINDFIELD (2070) (House),Oct '11 - Sep '12,91  ,139000000  
MANLY (2095) (House),Oct '11 - Sep '12,48  ,146000000  
MENAI (2234) (House),Oct '11 - Sep '12,89  ,714000  
MONTEREY (2217) (House),Oct '11 - Sep '12,33  ,886000  
NEWINGTON (2127) (House),Oct '11 - Sep '12,56  ,787000  
OYSTER BAY (2225) (House),Oct '11 - Sep '12,65  ,720000  
PENRITH (2750) (House),Oct '11 - Sep '12,129  ,350000  
PUNCHBOWL (2196) (House),Oct '11 - Sep '12,142  ,500000  
RAMSGATE (2217) (House),Oct '11 - Sep '12,13  ,680000  
RIVERWOOD (2210) (House),Oct '11 - Sep '12,71  ,570000  
